"subj","current_staircase","duration_test","duration_ref","contrast_test","contrast_ref","stimulus_type","reference_type","stimulus_filename","reference_filename","ref_test_order","RT","resp","updated_threshold","updated_slope","updated_lapse","updated_guess","task","trials","group_id","energy","E","T","D","Ldu","Len"
"08",5,5268,5000,51,"050",0,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_04_Caucasian_female_neutral_frontal_051.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_12_Caucasian_female_neutral_frontal_050.tiff",0,0.5740286,0,50.4158237630444,0.0270781525307922,0.0557637461348229,0.0672203579964362,"faces",50,"F_08_split_by_duration_test.5268",268668,-0.234635004053563,0.624843565386337,-0.719066603216284,8.56940606286317,12.5012316955875
"08",6,9491,5000,29,"050",0,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_02_Caucasian_female_neutral_frontal_029.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_14_Caucasian_female_angry_frontal_050.tiff",0,0.338075,1,29.5435769011951,0.0266085411063633,0.0559648248478646,0.0594364233743594,"faces",50,"F_08_split_by_duration_test.9491",275239,-0.216981085681642,-0.0973326410600568,-0.586620273836114,9.15809926013049,12.525395090117
"08",7,17100,5000,18,"050",1,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_15_Caucasian_male_angry_frontal_018.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_10_Caucasian_male_neutral_frontal_050.tiff",1,0.74105,0,17.2872173898666,0.0370921633116598,0.0719953807991568,0.0478425225421174,"faces",50,"F_08_split_by_duration_test.17100",307800,-0.129501366292185,-0.521400604385695,-0.347978521467249,9.74683374249075,12.6372055003869
"08",8,30808,5000,5,"050",1,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_08_Caucasian_female_angry_frontal_005.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_31_Caucasian_female_neutral_frontal_050.tiff",0,0.5050908,1,5.87278576347047,0.0328179688804615,0.092130385788798,0.0534770406720229,"faces",50,"F_08_split_by_duration_test.30808",154040,-0.54259929489766,-0.916338005483592,0.0819467172595741,10.3355296754947,11.9449675879288
"08",9,55505,5000,4,"050",0,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_21_Caucasian_male_neutral_frontal_004.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_16_Caucasian_female_angry_frontal_050.tiff",1,0.5110474,0,3.39696752060202,0.0236652926011088,0.060796127624587,0.0599484417319058,"faces",50,"F_08_split_by_duration_test.55505",222020,-0.359961435983767,-1.00200089737635,0.856520952803516,10.9242283857667,12.3105227468866
"08",10,100000,5000,24,"050",0,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_01_Caucasian_female_neutral_frontal_024.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_12_Caucasian_female_neutral_frontal_050.tiff",0,0.4791669,1,23.1125381972079,0.0342809872506032,0.0737388295519144,0.0454990924260833,"faces",50,"F_08_split_by_duration_test.100000",2400000,5.49148904882472,-0.319845491041935,2.25202164562158,11.5129254649702,14.6909792953182
"09",3,1623,5000,76,"050",0,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_21_Caucasian_male_neutral_frontal_076.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_18_Caucasian_female_neutral_frontal_050.tiff",1,0.2720419,0,76.4498897039455,0.028510043639557,0.0568205265800262,0.0774815230370314,"faces",50,"F_09_split_by_duration_test.1623",123348,-0.625057682155459,1.52561783774991,-0.833385066534001,7.39203156751459,11.7227649078009
"09",4,2924,5000,88,"050",1,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_24_Caucasian_male_angry_frontal_088.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_25_Caucasian_male_neutral_frontal_050.tiff",0,0.0350911,1,87.6098352693841,0.0199524901918383,0.0599040487635043,0.0655966459635986,"faces",50,"F_09_split_by_duration_test.2924",257312,-0.265144499873306,1.91175006423905,-0.792581686348446,7.98070782086967,12.4580446353479
"09",5,5268,5000,36,"050",1,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_25_Caucasian_male_angry_frontal_036.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_20_Caucasian_male_angry_frontal_050.tiff",1,0.0150618,1,36.8836057711922,0.0399259972913749,0.0480159184980915,0.0895904685592196,"faces",50,"F_09_split_by_duration_test.5268",189648,-0.446933380213843,0.156631114717018,-0.719066603216284,8.56940606286317,12.1529250013193
"09",6,9491,5000,21,"050",0,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_15_Caucasian_male_neutral_frontal_021.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_16_Caucasian_female_angry_frontal_050.tiff",1,0.1629233,0,20.2444941750747,0.0450360162214203,0.0490087974826627,0.0918974105622195,"faces",50,"F_09_split_by_duration_test.9491",199311,-0.420972367700089,-0.419079328468957,-0.586620273836114,9.15809926013049,12.2026216978539
"09",7,17100,5000,8,"050",0,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_15_Caucasian_male_neutral_frontal_008.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_27_Caucasian_female_neutral_frontal_050.tiff",1,0.001087,1,11.8891203979488,0.0530115888838197,0.0496695686252037,0.0963749746499472,"faces",50,"F_09_split_by_duration_test.17100",136800,-0.58891698668459,-0.708173846071449,-0.347978521467249,9.74683374249075,11.8262752841706
"09",8,30808,5000,15,"050",0,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_27_Caucasian_female_neutral_frontal_015.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_07_Caucasian_male_neutral_frontal_050.tiff",1,0.0011418,0,14.1561350344673,0.0259721087253474,0.0751254824457569,0.052999714023813,"faces",50,"F_09_split_by_duration_test.30808",462120,0.285101081304049,-0.629735523594924,0.0819467172595741,10.3355296754947,13.043579876597
"09",9,55505,5000,9,"050",0,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_26_Caucasian_female_neutral_frontal_009.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_10_Caucasian_male_angry_frontal_050.tiff",0,0.264056,1,9.84097826093516,0.0316473348627204,0.0438283192697523,0.0653416575696246,"faces",50,"F_09_split_by_duration_test.55505",499545,0.385648622784667,-0.779039217133875,0.856520952803516,10.9242283857667,13.121452963103
"09",10,100000,5000,2,"050",1,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_12_Caucasian_female_angry_frontal_002.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_09_Caucasian_male_neutral_frontal_050.tiff",0,0.0240351,1,2.94690035983374,0.0288216277493282,0.0433842469113333,0.0687052121658446,"faces",50,"F_09_split_by_duration_test.100000",200000,-0.419121272013245,-1.01757314491448,2.25202164562158,11.5129254649702,12.2060726455302
"10",1,500,5000,24,"050",0,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_19_Caucasian_female_neutral_frontal_024.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_10_Caucasian_male_angry_frontal_050.tiff",0,0.3740419,0,24.6443006261727,0.0269449862659657,0.0655204422487838,0.0594455357800834,"faces",50,"F_10_split_by_duration_test.500",12000,-0.924209790339398,-0.266846770422697,-0.868605816686483,6.21460809842219,9.39266192877014
"10",3,1623,5000,85,"050",0,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_05_Caucasian_male_neutral_frontal_085.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_14_Caucasian_female_angry_frontal_050.tiff",0,0.1530342,1,85.6588634186774,0.0322175734793079,0.0524302024862902,0.0772998070985658,"faces",50,"F_10_split_by_duration_test.1623",137955,-0.58581391626615,1.84424676862585,-0.833385066534001,7.39203156751459,11.8346828240049
"10",4,2924,5000,99,"050",0,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_01_Caucasian_female_neutral_frontal_099.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_10_Caucasian_male_neutral_frontal_050.tiff",0,1.5830683,0,98.3224489704637,0.0255427212051823,0.0654713761464392,0.0526011607526714,"faces",50,"F_10_split_by_duration_test.2924",289476,-0.178731376982655,2.28240468398255,-0.792581686348446,7.98070782086967,12.5758276710043
"10",5,5268,5000,51,"050",0,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_08_Caucasian_female_neutral_frontal_051.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_12_Caucasian_female_angry_frontal_050.tiff",1,0.0760515,0,50.1544730945871,0.0273157283855165,0.0728680899840628,0.0466069312024688,"faces",50,"F_10_split_by_duration_test.5268",268668,-0.234635004053563,0.615800876520688,-0.719066603216284,8.56940606286317,12.5012316955875
"10",6,9491,5000,36,"050",0,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_26_Caucasian_female_neutral_frontal_036.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_09_Caucasian_male_neutral_frontal_050.tiff",0,1.0510731,0,36.2490903686568,0.0458644513252016,0.0928565416814229,0.0496080596698029,"faces",50,"F_10_split_by_duration_test.9491",341676,-0.0384887139155,0.134676989252338,-0.586620273836114,9.15809926013049,12.7416181985866
"10",7,17100,5000,19,"050",0,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_04_Caucasian_female_neutral_frontal_019.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_12_Caucasian_female_neutral_frontal_050.tiff",0,0.3570433,0,18.2222546376113,0.0271263478587597,0.0647136668338565,0.0766247647400398,"faces",50,"F_10_split_by_duration_test.17100",324900,-0.0835598042529444,-0.489048473973871,-0.347978521467249,9.74683374249075,12.6912727216572
"10",8,30808,5000,9,"050",1,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_02_Caucasian_female_angry_frontal_009.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_08_Caucasian_female_angry_frontal_050.tiff",1,0.2860717,1,9.92334519760168,0.0427226210716683,0.0716251607916496,0.0743001302262312,"faces",50,"F_10_split_by_duration_test.30808",277272,-0.211519144416976,-0.776189335075075,0.0819467172595741,10.3355296754947,12.532754252831
"10",9,55505,5000,9,"050",1,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_07_Caucasian_male_angry_frontal_009.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_15_Caucasian_male_neutral_frontal_050.tiff",1,1.333052,1,9.83113339139993,0.030374523678849,0.0764290944622281,0.06154701083019,"faces",50,"F_10_split_by_duration_test.55505",499545,0.385648622784667,-0.779379847952444,0.856520952803516,10.9242283857667,13.121452963103
"10",10,100000,5000,8,"050",0,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_18_Caucasian_female_neutral_frontal_008.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_01_Caucasian_female_neutral_frontal_050.tiff",0,0.2180418,0,7.97960027802918,0.0457972961315261,0.0781757604585256,0.0529002924194075,"faces",50,"F_10_split_by_duration_test.100000",800000,1.19286336094256,-0.843442580095,2.25202164562158,11.5129254649702,13.5923670066501
"11",2,901,5000,90,"050",0,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_28_Caucasian_male_neutral_frontal_090.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_03_Caucasian_male_angry_frontal_050.tiff",0,0.7710831,1,89.6891892043975,0.0297162935524171,0.0520243789862939,0.0705221088159535,"faces",50,"F_11_split_by_duration_test.901",81090,-0.738589759854537,1.98369535822616,-0.856029217567031,6.80350525760834,11.3033149279386
"11",4,2924,5000,78,"050",1,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_18_Caucasian_female_angry_frontal_078.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_27_Caucasian_female_neutral_frontal_050.tiff",0,0.432056,0,77.9082274726391,0.0348685659613982,0.048879352939216,0.0867376833271107,"faces",50,"F_11_split_by_duration_test.2924",228072,-0.343701884319353,1.57607607755914,-0.792581686348446,7.98070782086967,12.3374166475593
"11",5,5268,5000,37,"050",1,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_09_Caucasian_male_angry_frontal_037.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_15_Caucasian_male_angry_frontal_050.tiff",0,0.5131179,0,36.9989572474681,0.04605878784978,0.0632913425161653,0.055972040217525,"faces",50,"F_11_split_by_duration_test.5268",194916,-0.432780155136491,0.160622256259963,-0.719066603216284,8.56940606286317,12.1803239755074
"11",6,9491,5000,27,"050",0,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_14_Caucasian_female_neutral_frontal_027.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_26_Caucasian_female_neutral_frontal_050.tiff",0,0.3670956,0,26.4967499290702,0.0292066545270092,0.0706161294671624,0.0653854990046983,"faces",50,"F_11_split_by_duration_test.9491",256257,-0.267978906186254,-0.202752338277683,-0.586620273836114,9.15809926013049,12.4539361261348
"11",7,17100,5000,17,"050",0,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_27_Caucasian_female_neutral_frontal_017.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_25_Caucasian_male_angry_frontal_050.tiff",1,0.3080332,1,17.5994845474517,0.0284463446604597,0.0537528735513619,0.0715502932804592,"faces",50,"F_11_split_by_duration_test.17100",290700,-0.175442928331425,-0.510596213619563,-0.347978521467249,9.74683374249075,12.580047086547
"11",8,30808,5000,5,"050",1,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_22_Caucasian_female_angry_frontal_005.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_01_Caucasian_female_neutral_frontal_050.tiff",0,0.2920753,1,5.87892116898903,0.0293645073457236,0.0452375164754543,0.0729228196795742,"faces",50,"F_11_split_by_duration_test.30808",154040,-0.54259929489766,-0.916125721491757,0.0819467172595741,10.3355296754947,11.9449675879288
"11",9,55505,5000,4,"050",0,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_04_Caucasian_female_neutral_frontal_004.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_05_Caucasian_male_neutral_frontal_050.tiff",0,0.9840535,0,2.80096881845554,0.0470541763677856,0.0949790075425894,0.0616021195735943,"faces",50,"F_11_split_by_duration_test.55505",222020,-0.359961435983767,-1.02262235153085,0.856520952803516,10.9242283857667,12.3105227468866
"11",10,100000,5000,9,"050",0,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_31_Caucasian_female_neutral_frontal_009.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_04_Caucasian_female_angry_frontal_050.tiff",1,0.1150492,1,8.60329457172439,0.0250775705530454,0.0624642795868882,0.0624360394244825,"faces",50,"F_11_split_by_duration_test.100000",900000,1.4615274664352,-0.821862863163502,2.25202164562158,11.5129254649702,13.7101500423064
"12",4,2924,5000,88,"050",0,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_28_Caucasian_male_neutral_frontal_088.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_10_Caucasian_male_angry_frontal_050.tiff",1,0.0010605,0,88.461663955194,0.0255106050477163,0.0630014998069587,0.0556228526795713,"faces",50,"F_12_split_by_duration_test.2924",257312,-0.265144499873306,1.94122319250033,-0.792581686348446,7.98070782086967,12.4580446353479
"12",5,5268,5000,46,"050",1,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_31_Caucasian_female_angry_frontal_046.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_18_Caucasian_female_angry_frontal_050.tiff",1,0.0300589,0,45.182831068227,0.0300448903042716,0.0659990528732461,0.0652991477037359,"faces",50,"F_12_split_by_duration_test.5268",242328,-0.305401129440323,0.443782904417799,-0.719066603216284,8.56940606286317,12.3980474593523
"12",6,9491,5000,11,"050",1,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_12_Caucasian_female_angry_frontal_011.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_22_Caucasian_female_neutral_frontal_050.tiff",0,0.0170624,0,11.7633448531599,0.0261375960706889,0.0761226893874953,0.065150568747504,"faces",50,"F_12_split_by_duration_test.9491",104401,-0.675961470223149,-0.712525658619498,-0.586620273836114,9.15809926013049,11.5559945329289
"12",7,17100,5000,16,"050",0,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_08_Caucasian_female_neutral_frontal_016.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_07_Caucasian_male_angry_frontal_050.tiff",0,0.0760369,1,16.8107172601098,0.0273601644903505,0.0486427698595766,0.0851202294043445,"faces",50,"F_12_split_by_duration_test.17100",273600,-0.221384490370666,-0.53788742817408,-0.347978521467249,9.74683374249075,12.5194224647305
"12",8,30808,5000,14,"050",0,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_18_Caucasian_female_neutral_frontal_014.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_20_Caucasian_male_angry_frontal_050.tiff",0,0.1500783,0,13.0153525669988,0.0507103353228209,0.0463042892987828,0.088637851406366,"faces",50,"F_12_split_by_duration_test.30808",431312,0.202331043683878,-0.66920640376369,0.0819467172595741,10.3355296754947,12.97458700511
"12",9,55505,5000,9,"050",1,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_08_Caucasian_female_angry_frontal_009.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_22_Caucasian_female_neutral_frontal_050.tiff",1,0.0011028,1,9.88813303207212,0.0339254469405654,0.075318654217908,0.0765855877754537,"faces",50,"F_12_split_by_duration_test.55505",499545,0.385648622784667,-0.777407670038781,0.856520952803516,10.9242283857667,13.121452963103
"12",10,100000,5000,8,"050",1,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_20_Caucasian_male_angry_frontal_008.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_01_Caucasian_female_angry_frontal_050.tiff",1,0.0011288,1,8.86776718204083,0.0277642291410118,0.0645047460724372,0.0731793850715851,"faces",50,"F_12_split_by_duration_test.100000",800000,1.19286336094256,-0.812712155638266,2.25202164562158,11.5129254649702,13.5923670066501
"13",4,2924,5000,85,"050",0,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_18_Caucasian_female_neutral_frontal_085.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_14_Caucasian_female_neutral_frontal_050.tiff",1,0.923056,1,85.2113265224927,0.0311619898493457,0.0567948978068339,0.087806268419818,"faces",50,"F_13_split_by_duration_test.2924",248540,-0.28871171520712,1.82876206781377,-0.792581686348446,7.98070782086967,12.42335907736
"13",5,5268,5000,46,"050",1,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_21_Caucasian_male_angry_frontal_046.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_10_Caucasian_male_angry_frontal_050.tiff",1,0.2910356,1,45.6337091691389,0.0327927019229484,0.0544875077132915,0.0900437319526105,"faces",50,"F_13_split_by_duration_test.5268",242328,-0.305401129440323,0.459383210347559,-0.719066603216284,8.56940606286317,12.3980474593523
"13",6,9491,5000,32,"050",1,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_07_Caucasian_male_angry_frontal_032.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_16_Caucasian_female_neutral_frontal_050.tiff",0,0.4630746,1,32.6872083274958,0.0304871324349937,0.060245155162302,0.0862643330039846,"faces",50,"F_13_split_by_duration_test.9491",303712,-0.140484354924724,0.0114364738770191,-0.586620273836114,9.15809926013049,12.6238351629302
"13",7,17100,5000,15,"050",1,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_05_Caucasian_male_angry_frontal_015.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_16_Caucasian_female_neutral_frontal_050.tiff",0,0.4630538,0,14.2797261716657,0.0245109300200252,0.0647236735117654,0.0726411809934442,"faces",50,"F_13_split_by_duration_test.17100",256500,-0.267326052409906,-0.625459291179549,-0.347978521467249,9.74683374249075,12.454883943593
"13",8,30808,5000,12,"050",1,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_25_Caucasian_male_angry_frontal_012.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_04_Caucasian_female_angry_frontal_050.tiff",0,0.3070678,1,11.7255566956047,0.0323221797454022,0.0787902430118195,0.064184686602029,"faces",50,"F_13_split_by_duration_test.30808",369696,0.0367909684435362,-0.713833122471015,0.0819467172595741,10.3355296754947,12.8204363252827
"13",9,55505,5000,9,"050",1,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_31_Caucasian_female_angry_frontal_009.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_09_Caucasian_male_angry_frontal_050.tiff",1,0.3351737,1,8.19345717807629,0.0276094778258019,0.0627278370489426,0.0533892814158508,"faces",50,"F_13_split_by_duration_test.55505",499545,0.385648622784667,-0.836043167572686,0.856520952803516,10.9242283857667,13.121452963103
"13",10,100000,5000,9,"050",0,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_28_Caucasian_male_neutral_frontal_009.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_19_Caucasian_female_angry_frontal_050.tiff",1,0.3400609,0,8.0009630253902,0.047940286728142,0.0433794363972265,0.0514661107442877,"faces",50,"F_13_split_by_duration_test.100000",900000,1.4615274664352,-0.842703432654355,2.25202164562158,11.5129254649702,13.7101500423064
"14",4,2924,5000,67,"050",1,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_12_Caucasian_female_angry_frontal_067.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_09_Caucasian_male_angry_frontal_050.tiff",0,0.4860367,1,66.1689282068623,0.0294759859326714,0.0606900091731073,0.063728348671201,"faces",50,"F_14_split_by_duration_test.2924",195908,-0.430115007210004,1.16989831115903,-0.792581686348446,7.98070782086967,12.1854004402606
"14",5,5268,5000,37,"050",0,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_05_Caucasian_male_neutral_frontal_037.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_15_Caucasian_male_angry_frontal_050.tiff",1,0.2720543,1,37.8796376810207,0.0373366297562624,0.0469556481159008,0.0857769604258551,"faces",50,"F_14_split_by_duration_test.5268",194916,-0.432780155136491,0.19109365010674,-0.719066603216284,8.56940606286317,12.1803239755074
"14",6,9491,5000,29,"050",1,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_05_Caucasian_male_angry_frontal_029.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_25_Caucasian_male_neutral_frontal_050.tiff",0,0.5420389,0,29.0272086913949,0.0404999393479502,0.0710944336398349,0.0894017754721289,"faces",50,"F_14_split_by_duration_test.9491",275239,-0.216981085681642,-0.11519889366579,-0.586620273836114,9.15809926013049,12.525395090117
"14",7,17100,5000,17,"050",1,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_24_Caucasian_male_angry_frontal_017.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_14_Caucasian_female_neutral_frontal_050.tiff",1,1.1430302,1,17.8583278361192,0.0298163507738579,0.0654272515454607,0.0644344044303144,"faces",50,"F_14_split_by_duration_test.17100",290700,-0.175442928331425,-0.501640279669985,-0.347978521467249,9.74683374249075,12.580047086547
"14",8,30808,5000,15,"050",0,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_23_Caucasian_male_neutral_frontal_015.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_22_Caucasian_female_angry_frontal_050.tiff",1,0.3021265,1,14.2879994728589,0.0284304715378132,0.0687872809117046,0.0550966494765375,"faces",50,"F_14_split_by_duration_test.30808",462120,0.285101081304049,-0.62517303635945,0.0819467172595741,10.3355296754947,13.043579876597
"14",9,55505,5000,9,"050",0,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_14_Caucasian_female_neutral_frontal_009.tiff","C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_03_Caucasian_male_angry_frontal_050.tiff",1,0.2011788,1,9.86005138201276,0.0301274994299745,0.0451982998015436,0.0661994389571877,"faces",50,"F_14_split_by_duration_test.55505",499545,0.385648622784667,-0.77837929037486,0.856520952803516,10.9242283857667,13.121452963103
