"subj","current_staircase","duration","contrast","stimulus_type","stimulus_filename","RT","resp","correct","updated_threshold","updated_slope","updated_lapse","updated_guess","task","trials","group_id","energy"
"16",9,55505,27,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_14_Caucasian_female_neutral_frontal_027.tiff",0.624076,0,1,25.8373994972522,0.0527675080412157,0.0790088749040483,0.5,"faces",50,"F_16_split_by_duration.55505",1498635
"16",10,1e+05,11,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_21_Caucasian_male_angry_frontal_011.tiff",0.442109,0,0,11.6913447772476,0.0455962448443201,0.0553710093866561,0.5,"faces",50,"F_16_split_by_duration.1e+05",1100000
"17",6,9491,94,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_12_Caucasian_female_angry_frontal_094.tiff",0.3690366,0,0,94.0515238287729,0.0518591677543901,0.0486186312806278,0.5,"faces",50,"F_17_split_by_duration.9491",892154
"17",7,17100,78,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_14_Caucasian_female_neutral_frontal_078.tiff",1.1690317,0,1,76.6141323832478,0.0499835220905867,0.0750605834488308,0.5,"faces",50,"F_17_split_by_duration.17100",1333800
"17",8,30808,53,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_19_Caucasian_female_angry_frontal_053.tiff",0.4510526,1,1,52.1761653834122,0.0531196217914315,0.0630218988259946,0.5,"faces",50,"F_17_split_by_duration.30808",1632824
"17",9,55505,32,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\neutral_Rafd090_03_Caucasian_male_neutral_frontal_032.tiff",0.4010511,0,1,30.8703854514321,0.0518448892734211,0.0604129065724713,0.5,"faces",50,"F_17_split_by_duration.55505",1776160
"17",10,1e+05,22,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_faces\final\angry_Rafd090_16_Caucasian_female_angry_frontal_022.tiff",0.6370414,1,1,21.1072303609336,0.0508098323736055,0.0609396931716171,0.5,"faces",50,"F_17_split_by_duration.1e+05",2200000
"01",3,1623,77,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1487_077.tiff",0.4610491,1,1,76.2579244196694,0.0512401525305821,0.0477948708286647,0.5,"landscapes",50,"L_01_split_by_duration.1623",124971
"01",4,2924,58,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3481_058.tiff",0.3420837,0,1,56.8382060149436,0.053259523211297,0.075255705324207,0.5,"landscapes",50,"L_01_split_by_duration.2924",169592
"01",5,5268,47,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1767_047.tiff",0.4821771,1,1,46.3271267611866,0.0494786844010453,0.0678908716571364,0.5,"landscapes",50,"L_01_split_by_duration.5268",247596
"01",6,9491,26,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3880_026.tiff",0.4370578,0,1,25.7741926604566,0.057011724984803,0.0403134128172025,0.5,"landscapes",50,"L_01_split_by_duration.9491",246766
"01",7,17100,33,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3431_033.tiff",0.3450651,0,1,32.0871275139977,0.053920028309772,0.0446831710637673,0.5,"landscapes",50,"L_01_split_by_duration.17100",564300
"01",8,30808,23,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1593_023.tiff",0.3250873,1,1,22.1602763140144,0.0551002971152445,0.0545092729034002,0.5,"landscapes",50,"L_01_split_by_duration.30808",708584
"01",9,55505,17,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2567_017.tiff",0.3690369,1,1,15.9828229412384,0.0519647377515366,0.0764188534752192,0.5,"landscapes",50,"L_01_split_by_duration.55505",943585
"01",10,1e+05,13,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3472_013.tiff",0.4570352,0,1,12.0775932511728,0.0531537915492562,0.0412675965318816,0.5,"landscapes",50,"L_01_split_by_duration.1e+05",1300000
"02",1,500,99,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3798_099.tiff",0.5490619,0,1,98.3458253327591,0.0537104447728678,0.0515996709896395,0.5,"landscapes",50,"L_02_split_by_duration.500",49500
"02",2,901,80,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2924_080.tiff",0.4330841,1,1,71.4308588378234,0.0532949858337268,0.0718808378489479,0.5,"landscapes",50,"L_02_split_by_duration.901",72080
"02",3,1623,46,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3787_046.tiff",0.6770414,0,1,45.5364313657242,0.0530217577137092,0.0462183125423651,0.5,"landscapes",50,"L_02_split_by_duration.1623",74658
"02",4,2924,32,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3605_032.tiff",0.5180761,1,0,32.0409580622551,0.0539778643524798,0.0743448212929694,0.5,"landscapes",50,"L_02_split_by_duration.2924",93568
"02",5,5268,30,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_2217_030.tiff",0.4110322,0,1,29.5825509098642,0.0510982541948166,0.0443279549685936,0.5,"landscapes",50,"L_02_split_by_duration.5268",158040
"02",6,9491,19,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3407_019.tiff",0.4690474,1,0,19.6272486637992,0.0506695240969266,0.0623212863668421,0.5,"landscapes",50,"L_02_split_by_duration.9491",180329
"02",7,17100,19,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3513_019.tiff",0.589105,1,0,19.9471910011111,0.0526030490899593,0.0428329093955521,0.5,"landscapes",50,"L_02_split_by_duration.17100",324900
"02",8,30808,18,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3504_018.tiff",0.5511291,0,1,17.2983672634284,0.0552518518389099,0.0585174689459407,0.5,"landscapes",50,"L_02_split_by_duration.30808",554544
"02",9,55505,14,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_3015_014.tiff",0.4330876,1,1,13.4691436280845,0.0525137563019931,0.059218731123334,0.5,"landscapes",50,"L_02_split_by_duration.55505",777070
"02",10,1e+05,14,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1302_014.tiff",0.3121332,1,1,13.1277243500706,0.0531009324605502,0.0427851152430517,0.5,"landscapes",50,"L_02_split_by_duration.1e+05",1400000
"03",2,901,86,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3338_086.tiff",0.2550714,0,1,84.7554827382075,0.0522806284675284,0.0548962330835673,0.5,"landscapes",50,"L_03_split_by_duration.901",77486
"03",3,1623,84,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2557_084.tiff",0.5290407,1,1,82.8305948516462,0.0502706443953016,0.0722972574866728,0.5,"landscapes",50,"L_03_split_by_duration.1623",136332
"03",4,2924,44,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3745_044.tiff",0.365048,0,1,42.9318869927035,0.0513131709959253,0.065946196614602,0.5,"landscapes",50,"L_03_split_by_duration.2924",128656
"03",5,5268,35,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3546_035.tiff",0.5070384,0,1,29.5175079112777,0.0519865185080779,0.0707547675566007,0.5,"landscapes",50,"L_03_split_by_duration.5268",184380
"03",6,9491,35,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1524_035.tiff",0.4040792,1,1,34.5720219976093,0.0515796838936197,0.0448898940767194,0.5,"landscapes",50,"L_03_split_by_duration.9491",332185
"03",7,17100,31,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_3013_031.tiff",0.4510571,1,1,29.9864766274627,0.0529423840756501,0.0520569598875543,0.5,"landscapes",50,"L_03_split_by_duration.17100",530100
"03",8,30808,22,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3522_022.tiff",0.4030448,0,1,20.957791847483,0.0512459271556722,0.0384207663497123,0.5,"landscapes",50,"L_03_split_by_duration.30808",677776
"03",9,55505,19,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3524_019.tiff",0.4280331,0,1,18.1780150830206,0.0542162409683978,0.0735951913771021,0.5,"landscapes",50,"L_03_split_by_duration.55505",1054595
"03",10,1e+05,9,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2569_009.tiff",0.3920376,0,0,8.42828500121007,0.0480110042700543,0.0446205504541991,0.5,"landscapes",50,"L_03_split_by_duration.1e+05",9e+05
"04",1,500,99,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3623_099.tiff",0.4111086,0,1,98.5856158798097,0.0504985310156222,0.0547986413305656,0.5,"landscapes",50,"L_04_split_by_duration.500",49500
"04",2,901,57,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3846_057.tiff",0.5050553,1,0,57.5509982387959,0.0493637124769821,0.0485341194839867,0.5,"landscapes",50,"L_04_split_by_duration.901",51357
"04",3,1623,87,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3573_087.tiff",0.9390602,0,1,86.7597430171216,0.0531699284571017,0.0447092854131127,0.5,"landscapes",50,"L_04_split_by_duration.1623",141201
"04",4,2924,62,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_2495_062.tiff",0.4100576,1,0,63.437128063148,0.0518188762112258,0.0630611106736418,0.5,"landscapes",50,"L_04_split_by_duration.2924",181288
"04",5,5268,48,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1323_048.tiff",0.342051,1,1,47.2259342261372,0.0484111921285139,0.0644872989493131,0.5,"landscapes",50,"L_04_split_by_duration.5268",252864
"04",6,9491,51,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2996_051.tiff",0.3210697,1,1,51.2625763361289,0.0541843558801847,0.052594278990983,0.5,"landscapes",50,"L_04_split_by_duration.9491",484041
"04",7,17100,36,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1777_036.tiff",0.4220411,1,1,35.5303478331215,0.0551599008984855,0.0791199034112712,0.5,"landscapes",50,"L_04_split_by_duration.17100",615600
"04",8,30808,32,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2922_032.tiff",0.4880425,1,1,30.7107738190239,0.0544912812243013,0.0795520864486673,0.5,"landscapes",50,"L_04_split_by_duration.30808",985856
"04",9,55505,22,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3430_022.tiff",0.4140735,0,1,19.925122488126,0.0526681963792592,0.0737851608521326,0.5,"landscapes",50,"L_04_split_by_duration.55505",1221110
"04",10,1e+05,15,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3836_015.tiff",0.4300558,1,0,15.5997818077319,0.0497664761031775,0.0624609780715156,0.5,"landscapes",50,"L_04_split_by_duration.1e+05",1500000
"05",3,1623,92,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3426_092.tiff",0.5538959,1,0,91.9043438386031,0.0549571688261671,0.0451863145207539,0.5,"landscapes",50,"L_05_split_by_duration.1623",149316
"05",4,2924,78,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3428_078.tiff",0.4040397,1,0,78.7770568240405,0.0566500795792826,0.0431057099379377,0.5,"landscapes",50,"L_05_split_by_duration.2924",228072
"05",5,5268,45,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3406_045.tiff",0.4540733,0,1,44.0598835775933,0.0535487071026153,0.0438005383934102,0.5,"landscapes",50,"L_05_split_by_duration.5268",237060
"05",6,9491,32,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3946_032.tiff",0.3300729,0,1,30.9369642501538,0.0536486853530333,0.0759179761031182,0.5,"landscapes",50,"L_05_split_by_duration.9491",303712
"05",7,17100,13,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2587_013.tiff",0.8010584,1,1,12.1917158011151,0.0510641557163809,0.0703322526518495,0.5,"landscapes",50,"L_05_split_by_duration.17100",222300
"05",8,30808,10,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2622_010.tiff",0.4340313,1,1,9.36570611031293,0.0523955951181262,0.0587409392786514,0.5,"landscapes",50,"L_05_split_by_duration.30808",308080
"05",9,55505,5,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2582_005.tiff",0.4510392,1,1,4.79473829318201,0.0526621321102962,0.0735620836309557,0.5,"landscapes",50,"L_05_split_by_duration.55505",277525
"05",10,1e+05,7,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2594_007.tiff",0.2550731,1,1,6.97385929748625,0.0560125064666658,0.0386926371520354,0.5,"landscapes",50,"L_05_split_by_duration.1e+05",7e+05
"06",3,1623,97,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2958_097.tiff",0.5990494,1,1,95.3319321031157,0.0550048502513788,0.0530475674962458,0.5,"landscapes",50,"L_06_split_by_duration.1623",157431
"06",4,2924,60,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3423_060.tiff",0.4801509,0,1,59.7944697406799,0.0478398343989965,0.0462826918286264,0.5,"landscapes",50,"L_06_split_by_duration.2924",175440
"06",5,5268,36,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1490_036.tiff",0.5150781,1,1,34.7998536958986,0.0527826934359308,0.0716861390413535,0.5,"landscapes",50,"L_06_split_by_duration.5268",189648
"06",6,9491,34,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3515_034.tiff",0.9770532,1,0,35.224878396237,0.0495559715723156,0.045038880267143,0.5,"landscapes",50,"L_06_split_by_duration.9491",322694
"06",7,17100,13,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3320_013.tiff",0.2501933,0,1,11.0339666110017,0.0543662996083692,0.0828530440839069,0.5,"landscapes",50,"L_06_split_by_duration.17100",222300
"06",8,30808,10,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3476_010.tiff",0.5730421,1,0,10.1202939530784,0.0526276432879646,0.0415079596401952,0.5,"landscapes",50,"L_06_split_by_duration.30808",308080
"06",9,55505,5,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3798_005.tiff",0.8060419,0,1,4.7161154642192,0.0529379923587914,0.0766063949143515,0.5,"landscapes",50,"L_06_split_by_duration.55505",277525
"06",10,1e+05,4,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_3011_004.tiff",0.6860376,1,1,3.7846049808429,0.0500791777315428,0.0410945721142896,0.5,"landscapes",50,"L_06_split_by_duration.1e+05",4e+05
"07",4,2924,99,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2568_099.tiff",0.473034,1,1,97.955573976929,0.0561344592618019,0.0494155248151606,0.5,"landscapes",50,"L_07_split_by_duration.2924",289476
"07",5,5268,93,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3758_093.tiff",0.479082,0,1,90.1108942603496,0.0547936717941696,0.0535174856888602,0.5,"landscapes",50,"L_07_split_by_duration.5268",489924
"07",6,9491,27,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3414_027.tiff",0.3120803,1,0,27.7429598348049,0.0539628248665152,0.0432638517807383,0.5,"landscapes",50,"L_07_split_by_duration.9491",256257
"07",7,17100,20,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1933_020.tiff",0.3511112,1,1,19.6411243382915,0.04903415170575,0.0443847324638944,0.5,"landscapes",50,"L_07_split_by_duration.17100",342000
"07",8,30808,12,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2919_012.tiff",0.3880577,1,1,11.0873383843765,0.0523854208653851,0.0700553838392437,0.5,"landscapes",50,"L_07_split_by_duration.30808",369696
"07",9,55505,12,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1500_012.tiff",0.3530568,1,1,9.98040037973052,0.0536132465531011,0.0758138263998036,0.5,"landscapes",50,"L_07_split_by_duration.55505",666060
"07",10,1e+05,9,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1560_009.tiff",0.3390478,1,1,8.31772885401413,0.0496988372447706,0.0624438610760351,0.5,"landscapes",50,"L_07_split_by_duration.1e+05",9e+05
"08",6,9491,87,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3483_087.tiff",0.4400372,0,1,86.0149971434895,0.053379506178791,0.0630768411394059,0.5,"landscapes",50,"L_08_split_by_duration.9491",825717
"08",7,17100,46,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2532_046.tiff",0.7080642,1,1,45.5385383637163,0.0500349864288267,0.0467694748706848,0.5,"landscapes",50,"L_08_split_by_duration.17100",786600
"08",8,30808,95,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1310_095.tiff",0.3250456,1,1,94.6478891669477,0.0474039799164489,0.0525044190555413,0.5,"landscapes",50,"L_08_split_by_duration.30808",2926760
"08",9,55505,89,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3435_089.tiff",0.1690643,0,1,87.4643064712077,0.0549131752215607,0.0514844561380569,0.5,"landscapes",50,"L_08_split_by_duration.55505",4939945
"08",10,1e+05,56,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3514_056.tiff",0.2730409,0,1,54.7151448806295,0.0496243338883553,0.0669302088787862,0.5,"landscapes",50,"L_08_split_by_duration.1e+05",5600000
"09",5,5268,96,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1431_096.tiff",0.1950779,0,0,95.6823350085578,0.0549448635713493,0.0504375593347971,0.5,"landscapes",50,"L_09_split_by_duration.5268",505728
"09",6,9491,83,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3476_083.tiff",0.0012094,0,1,82.7161298899381,0.0528246435150539,0.047774155213581,0.5,"landscapes",50,"L_09_split_by_duration.9491",787753
"09",7,17100,94,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3634_094.tiff",0.0010771,0,1,91.8680955829718,0.0543041802988858,0.051270962425929,0.5,"landscapes",50,"L_09_split_by_duration.17100",1607400
"09",8,30808,80,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2541_080.tiff",0.1060295,1,1,73.5191816578107,0.0553169420482015,0.0525489361630862,0.500000000000001,"landscapes",50,"L_09_split_by_duration.30808",2464640
"09",9,55505,33,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3451_033.tiff",0.0060351,1,0,41.2014531721976,0.0548884292746056,0.0489632986757181,0.500000000000003,"landscapes",50,"L_09_split_by_duration.55505",1831665
"09",10,1e+05,27,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2563_027.tiff",0.129166,1,1,25.6529418529021,0.0518957656371925,0.0723802676760422,0.5,"landscapes",50,"L_09_split_by_duration.1e+05",2700000
"10",4,2924,69,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_3032_069.tiff",0.3040528,1,1,68.2831766674484,0.0529112918526943,0.0507273603449832,0.5,"landscapes",50,"L_10_split_by_duration.2924",201756
"10",6,9491,34,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2536_034.tiff",0.4771423,1,1,32.1465357812141,0.0553209817185493,0.0822375096386348,0.5,"landscapes",50,"L_10_split_by_duration.9491",322694
"10",7,17100,33,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1826_033.tiff",0.5800408,0,0,35.770331616828,0.0550874364618397,0.0449297966025678,0.5,"landscapes",50,"L_10_split_by_duration.17100",564300
"10",8,30808,14,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1837_014.tiff",0.3770665,1,1,13.7578987712508,0.0461772445650906,0.0523369803619256,0.5,"landscapes",50,"L_10_split_by_duration.30808",431312
"10",9,55505,12,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3706_012.tiff",0.378056,1,0,21.9422138462222,0.0540758256947028,0.0496688300062074,0.5,"landscapes",50,"L_10_split_by_duration.55505",666060
"10",10,1e+05,16,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3649_016.tiff",0.303061,0,1,15.3373919760347,0.0525370419986947,0.0594854183103205,0.5,"landscapes",50,"L_10_split_by_duration.1e+05",1600000
"12",1,500,99,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3591_099.tiff",0.211046,0,1,98.0644420243715,0.0541681815700727,0.0525348801961005,0.5,"landscapes",50,"L_12_split_by_duration.500",49500
"12",4,2924,92,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2924_092.tiff",0.3480712,1,1,89.751136303234,0.0542070887340546,0.0552443031324644,0.5,"landscapes",50,"L_12_split_by_duration.2924",269008
"12",6,9491,66,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1434_066.tiff",0.1820364,1,1,66.2873061908812,0.052972703876293,0.0466694259019124,0.5,"landscapes",50,"L_12_split_by_duration.9491",626406
"12",7,17100,32,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3476_032.tiff",0.381037,1,0,33.2622057985094,0.0512612441443276,0.0729419164421098,0.5,"landscapes",50,"L_12_split_by_duration.17100",547200
"12",8,30808,19,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3725_019.tiff",0.2460962,1,0,19.7691230008813,0.0532884443300994,0.043518891490216,0.5,"landscapes",50,"L_12_split_by_duration.30808",585352
"12",9,55505,25,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2555_025.tiff",0.2720663,1,1,24.203833375107,0.0523692608113226,0.0592997415847577,0.5,"landscapes",50,"L_12_split_by_duration.55505",1387625
"12",10,1e+05,10,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_3064_010.tiff",0.2530635,1,1,9.74653394695776,0.0506952408991184,0.0397980347232871,0.5,"landscapes",50,"L_12_split_by_duration.1e+05",1e+06
"13",4,2924,88,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3573_088.tiff",0.2731161,1,0,88.5080445162538,0.0524852979710486,0.0497167242030733,0.5,"landscapes",50,"L_13_split_by_duration.2924",257312
"13",5,5268,66,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3374_066.tiff",0.3070401,0,1,64.6733989635343,0.0536097748531545,0.0726642325646109,0.5,"landscapes",50,"L_13_split_by_duration.5268",347688
"13",6,9491,39,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3921_039.tiff",0.6000434,0,1,38.4613978159233,0.0509206855325509,0.0505098850621802,0.5,"landscapes",50,"L_13_split_by_duration.9491",370149
"13",7,17100,33,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_2508_033.tiff",0.3960874,0,1,32.0023591535445,0.0644749042239443,0.0331638421834721,0.5,"landscapes",50,"L_13_split_by_duration.17100",564300
"13",8,30808,15,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1826_015.tiff",0.4240324,1,1,14.4031317971673,0.0460067253744731,0.0464668448220267,0.5,"landscapes",50,"L_13_split_by_duration.30808",462120
"13",9,55505,14,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3331_014.tiff",0.4621427,0,1,13.3889457862672,0.0526827517940731,0.0621316789614521,0.5,"landscapes",50,"L_13_split_by_duration.55505",777070
"13",10,1e+05,10,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2963_010.tiff",0.5460578,1,1,9.7641855133577,0.0521309541593051,0.0552289913115478,0.5,"landscapes",50,"L_13_split_by_duration.1e+05",1e+06
"14",5,5268,55,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3615_055.tiff",0.4720562,0,1,54.2135965620709,0.0533885749829514,0.0421101412522242,0.5,"landscapes",50,"L_14_split_by_duration.5268",289740
"14",6,9491,75,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1435_075.tiff",0.3880382,1,1,74.5363602176726,0.0483378412090253,0.0672209122573678,0.5,"landscapes",50,"L_14_split_by_duration.9491",711825
"14",7,17100,28,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3605_028.tiff",0.6520893,1,0,28.562177497789,0.0453780563755308,0.0526125163325631,0.5,"landscapes",50,"L_14_split_by_duration.17100",478800
"14",8,30808,26,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2586_026.tiff",0.4040552,1,1,25.2983902166424,0.0460905645020121,0.046566081533764,0.5,"landscapes",50,"L_14_split_by_duration.30808",801008
"14",9,55505,12,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_3026_012.tiff",0.4240517,1,1,12.0454338188355,0.049826406173721,0.0560189899422944,0.5,"landscapes",50,"L_14_split_by_duration.55505",666060
"14",10,1e+05,7,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1364_007.tiff",0.548058,1,1,6.02291175345738,0.0536838341651847,0.0775755462141051,0.5,"landscapes",50,"L_14_split_by_duration.1e+05",7e+05
"15",4,2924,67,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3787_067.tiff",0.7200752,1,0,68.9396992183836,0.0498431309236154,0.0592474420641863,0.5,"landscapes",50,"L_15_split_by_duration.2924",195908
"15",5,5268,44,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3500_044.tiff",0.565123,0,1,44.6356530435346,0.0520474667424557,0.0545831806536261,0.5,"landscapes",50,"L_15_split_by_duration.5268",231792
"15",6,9491,35,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1448_035.tiff",0.8390317,1,1,33.8302137802788,0.0527189825912936,0.0555304457756647,0.5,"landscapes",50,"L_15_split_by_duration.9491",332185
"15",7,17100,17,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2570_017.tiff",0.8300862,1,1,14.6863881204493,0.0548215869702819,0.0831566062639784,0.5,"landscapes",50,"L_15_split_by_duration.17100",290700
